timestamp,duration,protocol,source_ip,source_port,direction,destination_ip,destination_port,state,source_type_of_service,destination_type_of_service,total_packets,bytes_transferred_total,bytes_transferred_source_to_dest,source_type_service,flowID,pps,bps_oneway,bpp_oneway,bps_twoway,bpp_twoway
2024-01-01 08:52:00,298.99138743846424,UDP,79.123.214.171,47830,inbound,29.53.89.84,8334,REQ,3,3,475,43160,6164,3,79.123.214.171/47830/inbound/29.53.89.84/8334,1.5886745236023239,20.615978449441524,12.976842105263158,144.35198408142378,90.86315789473684
2024-01-01 08:53:00,166.67396851022795,ICMP,218.3.89.103,13341,inbound,17.79.187.158,36191,ACK,0,0,146,17289,12868,0,218.3.89.103/13341/inbound/17.79.187.158/36191,0.8759616231915706,77.20461758376116,88.13698630136986,103.72945550245934,118.41780821917808
2024-01-01 08:54:00,230.71932581263508,UDP,137.118.132.55,64792,outbound,243.72.222.205,38432,CON,2,1,946,86167,9385,2,137.118.132.55/64792/outbound/243.72.222.205/38432,4.100220025643788,40.67712995842172,9.920718816067653,373.47109825544214,91.08562367864694
2024-01-01 08:55:00,283.4352423917402,UDP,96.211.177.74,36763,outbound,49.100.1.243,20368,CON,3,4,798,11067,55058,3,96.211.177.74/36763/outbound/49.100.1.243/20368,2.815457927060009,194.25248439607765,68.99498746867168,39.04595598843749,13.868421052631579
2024-01-01 08:56:00,254.90925246415568,ICMP,143.31.27.21,35809,outbound,176.237.141.58,11415,REQ,3,2,382,82091,71795,3,143.31.27.21/35809/outbound/176.237.141.58/11415,1.4985725167183381,281.6492508842751,187.94502617801047,322.0400954710081,214.8979057591623
2024-01-01 08:57:00,74.27969571278497,UDP,233.16.58.89,33004,outbound,97.98.185.102,57501,REQ,1,3,66,65663,43198,1,233.16.58.89/33004/outbound/97.98.185.102/57501,0.8885335267823414,581.5586559082361,654.5151515151515,883.9966207440741,994.8939393939394
2024-01-01 08:58:00,135.21818617949702,ICMP,236.198.105.184,24823,inbound,186.238.178.211,51645,CON,2,3,517,8760,3627,2,236.198.105.184/24823/inbound/186.238.178.211/51645,3.823450192666407,26.823314988009784,7.015473887814314,64.78418508270353,16.943907156673113
2024-01-01 08:59:00,38.83490860393334,ICMP,26.24.137.250,36207,outbound,2.242.40.210,11916,FIN,0,1,93,90975,73966,0,26.24.137.250/36207/outbound/2.242.40.210/11916,2.3947526424867296,1904.6266016577788,795.3333333333334,2342.608834948712,978.2258064516129
2024-01-01 09:00:00,286.21990307489085,UDP,45.82.10.204,30190,outbound,123.228.81.143,12221,CON,1,2,865,39923,4126,1,45.82.10.204/30190/outbound/123.228.81.143/12221,3.022151816513153,14.415489473911295,4.769942196531792,139.483661237751,46.15375722543352
2024-01-01 09:01:00,181.8917728718189,UDP,181.199.103.67,20504,inbound,132.139.28.134,14074,FIN,3,2,426,55942,32975,3,181.199.103.67/20504/inbound/132.139.28.134/14074,2.342052052569782,181.28912308330646,77.40610328638498,307.55651625553696,131.31924882629107
2024-01-01 09:02:00,68.66997737048845,TCP,239.94.155.202,2633,inbound,14.246.11.98,37166,REQ,1,4,468,9716,51919,1,239.94.155.202/2633/inbound/14.246.11.98/37166,6.815205391361134,756.0654887052964,110.9380341880342,141.4883238941555,20.76068376068376
2024-01-01 09:03:00,201.5430352533164,ICMP,235.64.48.174,1741,inbound,133.80.249.105,46703,FIN,1,3,94,76076,59364,1,235.64.48.174/1741/inbound/133.80.249.105/46703,0.4664016292195502,294.5475140105253,631.531914893617,377.46776962240955,809.3191489361702
2024-01-01 09:04:00,185.47665931332293,TCP,52.101.215.181,20969,inbound,32.73.170.80,42639,ACK,4,0,618,48838,41255,4,52.101.215.181/20969/inbound/32.73.170.80/42639,3.3319556341373495,222.42690887756692,66.75566343042071,263.3107593203881,79.02588996763754
2024-01-01 09:05:00,107.51299913804884,UDP,188.56.46.158,26616,inbound,69.44.105.136,48577,REQ,1,1,133,13207,11145,1,188.56.46.158/26616/inbound/69.44.105.136/48577,1.2370597143255704,103.66188358013896,83.796992481203,122.8409597526151,99.30075187969925
2024-01-01 09:06:00,34.155921900668744,TCP,233.173.241.25,29165,outbound,177.160.227.99,44752,CON,1,1,434,61504,56730,1,233.173.241.25/29165/outbound/177.160.227.99/44752,12.70643495620309,1660.9125692751181,130.71428571428572,1800.6833537933521,141.71428571428572
2024-01-01 09:07:00,201.5048013582806,ICMP,241.113.4.83,31033,inbound,146.8.61.184,14559,CON,2,1,341,94282,28450,2,241.113.4.83/31033/inbound/146.8.61.184/14559,1.692267368824098,141.18770276552956,83.43108504398828,467.88959550578767,276.4868035190616
2024-01-01 09:08:00,156.1402795010476,TCP,52.104.202.247,63069,outbound,29.124.113.205,42026,REQ,1,1,314,91887,67396,1,52.104.202.247/63069/outbound/29.124.113.205/42026,2.0110121552452664,431.6375006844267,214.63694267515925,588.4900442962478,292.63375796178343
2024-01-01 09:09:00,231.7182856815182,ICMP,54.160.177.165,46454,outbound,153.142.133.119,44295,REQ,0,0,591,16054,28612,0,54.160.177.165/46454/outbound/153.142.133.119/44295,2.550510842343669,123.47752321681398,48.41285956006768,69.28240450589723,27.164128595600676
2024-01-01 09:10:00,156.0970339834868,UDP,155.225.14.223,7806,inbound,170.156.78.92,58099,ACK,3,0,212,17043,40713,3,155.225.14.223/7806/inbound/170.156.78.92/58099,1.3581295851042696,260.8185367846704,192.04245283018867,109.18208735345314,80.39150943396227
2024-01-01 09:11:00,255.66923194553016,UDP,61.121.20.45,27560,outbound,4.81.241.184,6146,REQ,2,4,520,40825,18560,2,61.121.20.45/27560/outbound/4.81.241.184/6146,2.0338778977940724,72.59379573664997,35.69230769230769,159.67897149508272,78.50961538461539
2024-01-01 09:12:00,165.6168609484682,ICMP,197.133.37.61,34840,outbound,177.171.230.207,10876,CON,1,3,159,45534,61658,1,197.133.37.61/34840/outbound/177.171.230.207/10876,0.9600471781038825,372.29301199703895,387.7861635220126,274.93577489171184,286.37735849056605
2024-01-01 09:13:00,168.32529766346232,UDP,86.189.209.77,26957,inbound,75.13.130.242,6411,ACK,0,0,268,85851,72539,0,86.189.209.77/26957/inbound/75.13.130.242/6411,1.5921552120811941,430.94532436252894,270.6679104477612,510.0302877327709,320.339552238806
2024-01-01 09:14:00,263.00841543723766,UDP,202.45.140.222,12642,outbound,114.61.105.63,63059,CON,3,4,661,10210,52232,3,202.45.140.222/12642/outbound/114.61.105.63/63059,2.5132275668864903,198.59440586023473,79.0196671709531,38.82005061711205,15.446293494704992
2024-01-01 09:15:00,121.10451157709784,UDP,222.2.221.5,9331,outbound,102.172.105.209,32783,FIN,2,2,862,87191,26933,2,222.2.221.5/9331/outbound/102.172.105.209/32783,7.117819053761936,222.39468744196083,31.24477958236659,719.9649200888132,101.14965197215777
2024-01-01 09:16:00,40.29116701234715,UDP,93.7.171.236,27695,outbound,186.254.19.57,41423,REQ,0,3,958,16562,71477,0,93.7.171.236/27695/outbound/186.254.19.57/41423,23.776923604779746,1774.0116581407535,74.6106471816284,411.05783793565985,17.288100208768267
2024-01-01 09:17:00,8.731924626370358,ICMP,235.107.160.208,41697,inbound,112.216.56.229,41018,FIN,1,0,603,79332,35894,1,235.107.160.208/41697/inbound/112.216.56.229/41018,69.05694057172045,4110.663059504699,59.5257048092869,9085.282271037688,131.56218905472636
2024-01-01 09:18:00,226.56566297651835,TCP,240.74.76.49,43785,inbound,205.195.118.205,38900,CON,4,2,748,54181,18778,4,240.74.76.49/43785/inbound/205.195.118.205/38900,3.301471150451973,82.88104981709512,25.10427807486631,239.14038556502453,72.43449197860963
2024-01-01 09:19:00,186.130834450904,TCP,11.94.155.235,11362,inbound,97.91.51.36,52400,FIN,4,4,474,52899,11144,4,11.94.155.235/11362/inbound/97.91.51.36/52400,2.5465957932135512,59.871863965341376,23.51054852320675,284.203314061611,111.60126582278481
2024-01-01 09:20:00,211.25352245295716,UDP,70.168.15.67,39370,outbound,8.43.97.235,35902,FIN,2,0,801,66667,2457,2,70.168.15.67/39370/outbound/8.43.97.235/35902,3.7916527530487456,11.630575298677613,3.067415730337079,315.57816989700467,83.22971285892635
2024-01-01 09:21:00,63.96795203652233,TCP,99.251.47.183,47626,inbound,133.117.68.158,34749,CON,0,0,410,89401,55462,0,99.251.47.183/47626/inbound/133.117.68.158/34749,6.409459533203621,867.0279137330225,135.27317073170732,1397.5904676291143,218.05121951219513
2024-01-01 09:22:00,40.99780552847225,TCP,64.186.89.189,51796,outbound,45.136.233.31,8170,CON,3,2,474,51324,12694,3,64.186.89.189/51796/outbound/45.136.233.31/8170,11.561594429019266,309.6263284429759,26.780590717299578,1251.8718828586177,108.27848101265823
2024-01-01 09:23:00,4.46194523379779,UDP,249.75.138.100,7572,inbound,33.125.66.29,1584,REQ,0,0,356,56163,60796,0,249.75.138.100/7572/inbound/33.125.66.29/1584,79.785829127488,13625.447380996518,170.77528089887642,12587.111014851429,157.76123595505618
2024-01-01 09:24:00,105.24120888609842,UDP,89.17.18.214,41173,outbound,114.203.28.130,59698,FIN,4,1,680,55340,52798,4,89.17.18.214/41173/outbound/114.203.28.130/59698,6.46134729159143,501.6856092668299,77.64411764705882,525.8396457598085,81.38235294117646
2024-01-01 09:25:00,177.01631428770443,TCP,55.101.117.209,22188,inbound,218.184.252.29,57589,ACK,2,0,193,81452,59071,2,55.101.117.209/22188/inbound/218.184.252.29/57589,1.09029498651925,333.7037054335679,306.0673575129534,460.1383794920515,422.03108808290153
2024-01-01 09:26:00,117.7339891254097,ICMP,154.133.3.107,28550,inbound,137.153.129.61,2336,ACK,1,3,699,17968,62701,1,154.133.3.107/28550/inbound/137.153.129.61/2336,5.937113022267753,532.5649837041636,89.70100143061516,152.61523145079684,25.705293276108726
2024-01-01 09:27:00,131.29872911491634,UDP,115.28.58.124,32246,outbound,3.173.67.24,19229,CON,0,2,271,76073,36857,0,115.28.58.124/32246/outbound/3.173.67.24/19229,2.063995606254598,280.7110186705746,136.00369003690037,579.3887002014983,280.7121771217712
2024-01-01 09:28:00,271.2571924786752,ICMP,98.16.106.42,21200,inbound,179.140.230.43,61370,CON,4,3,114,81089,34122,4,98.16.106.42/21200/inbound/179.140.230.43/61370,0.42026535391854014,125.79205619656514,299.3157894736842,298.9376954728114,711.3070175438596
2024-01-01 09:29:00,104.54181456028776,TCP,245.79.193.161,63935,outbound,163.54.214.136,12619,FIN,3,4,897,22322,38448,3,245.79.193.161/63935/outbound/163.54.214.136/12619,8.580298742401425,367.7762832194537,42.862876254180605,213.52221686497725,24.885172798216278
2024-01-01 09:30:00,154.24544779902723,UDP,247.7.140.105,3965,inbound,130.188.245.40,23054,CON,2,3,523,79894,28719,2,247.7.140.105/3965/inbound/130.188.245.40/23054,3.3906997416315217,186.19025980863418,54.912045889101336,517.9666637818524,152.76099426386233
2024-01-01 09:31:00,235.1175385210688,ICMP,8.221.95.227,6719,inbound,172.63.30.235,22353,ACK,1,1,55,64024,30211,1,8.221.95.227/6719/inbound/172.63.30.235/22353,0.2339255520705082,128.49317915640225,549.290909090909,272.30635537749487,1164.0727272727272
2024-01-01 09:32:00,119.02318041814893,UDP,239.93.64.170,40193,outbound,47.129.95.209,39166,REQ,0,1,770,99954,7332,0,239.93.64.170/40193/outbound/47.129.95.209/39166,6.469328052694084,61.60144582123769,9.522077922077923,839.7859950376421,129.81038961038962
2024-01-01 09:33:00,186.66380139833925,TCP,39.80.186.83,48971,outbound,77.109.68.57,3675,REQ,3,3,65,78613,26589,3,39.80.186.83/48971/outbound/77.109.68.57/3675,0.34821963076435186,142.44325788297465,409.0615384615385,421.1475358965845,1209.4307692307693
2024-01-01 09:34:00,258.72287625314885,ICMP,88.241.85.92,48248,outbound,106.43.73.255,63997,FIN,1,4,991,54749,3357,1,88.241.85.92/48248/outbound/106.43.73.255/63997,3.8303532117134877,12.975273190436104,3.3874873864783046,211.61252067416928,55.24621594349142
2024-01-01 09:35:00,284.8612350349269,TCP,86.43.136.164,46889,inbound,56.170.126.216,11030,REQ,4,0,684,83849,17795,4,86.43.136.164/46889/inbound/56.170.126.216/11030,2.401169116310735,62.46901231688528,26.01608187134503,294.3503351367527,122.58625730994152
2024-01-01 09:36:00,44.20733693061848,TCP,74.35.100.219,26577,outbound,162.228.29.70,43725,CON,4,1,272,10323,39483,4,74.35.100.219/26577/outbound/162.228.29.70/43725,6.152824822424665,893.1322884698274,145.15808823529412,233.51327441871257,37.95220588235294
2024-01-01 09:37:00,277.9836287859322,UDP,156.169.254.170,39989,inbound,255.197.117.54,54877,CON,3,3,502,48266,34605,3,156.169.254.170/39989/inbound/255.197.117.54/54877,1.8058617415436968,124.48574813968052,68.93426294820718,173.628929915036,96.14741035856574
2024-01-01 09:38:00,147.68567629455347,ICMP,213.215.169.251,61434,outbound,67.140.2.25,62176,CON,4,3,662,39469,1123,4,213.215.169.251/61434/outbound/67.140.2.25/62176,4.482492930998035,7.6039872530374515,1.6963746223564955,267.2500203830233,59.620845921450154
2024-01-01 09:39:00,77.5474920508576,TCP,104.65.54.199,39242,outbound,57.125.151.52,49964,CON,2,3,362,86479,32733,2,104.65.54.199/39242/outbound/57.125.151.52/49964,4.668107122827277,422.10262555664434,90.42265193370166,1115.174684737514,238.89226519337018
2024-01-01 09:40:00,137.79481329585454,TCP,176.90.21.100,26383,outbound,198.42.187.185,36669,FIN,3,0,146,69492,25791,3,176.90.21.100/26383/outbound/198.42.187.185/36669,1.0595464118560718,187.16959937109553,176.65068493150685,504.31506337467215,475.972602739726
2024-01-01 09:41:00,294.0117693281145,ICMP,155.120.92.194,25840,outbound,49.41.203.240,22990,REQ,4,2,943,59626,22336,4,155.120.92.194/25840/outbound/49.41.203.240/22990,3.2073545972495423,75.96974791534016,23.68610816542948,202.80140531877117,63.23011664899258
2024-01-01 09:42:00,147.83616638846158,TCP,108.140.172.9,56050,outbound,228.193.10.102,28870,ACK,0,4,209,12761,3649,0,108.140.172.9/56050/outbound/228.193.10.102/28870,1.413727135285836,24.682728787837398,17.45933014354067,86.31852618843328,61.057416267942585
2024-01-01 09:43:00,98.6926079252237,TCP,228.8.181.247,51729,outbound,98.217.145.84,22798,REQ,4,2,286,15691,27343,4,228.8.181.247/51729/outbound/98.217.145.84/22798,2.8978867415956144,277.05215795611497,95.6048951048951,158.98860441390485,54.86363636363637
2024-01-01 09:44:00,190.05691620958603,ICMP,247.154.33.242,62946,inbound,100.103.179.45,5107,CON,2,4,10,71818,15439,2,247.154.33.242/62946/inbound/100.103.179.45/5107,0.05261581740583678,81.2335604928714,1543.9,377.8762774452386,7181.8
2024-01-01 09:45:00,72.11967107158009,ICMP,129.159.88.92,51188,outbound,44.21.180.186,34537,ACK,1,4,739,55335,12368,1,129.159.88.92/51188/outbound/44.21.180.186/34537,10.246857605139782,171.4927400004991,16.7361299052774,767.2663945607711,74.87821380243572
2024-01-01 09:46:00,22.85141209978831,ICMP,71.240.66.211,9402,inbound,222.113.234.254,9773,FIN,1,3,186,8070,48925,1,71.240.66.211/9402/inbound/222.113.234.254/9773,8.139540750819643,2141.0055442680164,263.0376344086022,353.15104225330384,43.38709677419355
2024-01-01 09:47:00,38.7510286010037,ICMP,148.116.93.162,2905,outbound,125.123.29.7,31807,CON,4,1,574,48022,3105,4,148.116.93.162/2905/outbound/125.123.29.7/31807,14.812510034511256,80.12690532605826,5.409407665505227,1239.24452417648,83.66202090592334
2024-01-01 09:48:00,38.50094710343596,UDP,99.112.102.90,40591,outbound,98.56.110.72,61669,CON,1,3,597,30855,6370,1,99.112.102.90/40591/outbound/98.56.110.72/61669,15.506112054753105,165.4504753580859,10.67001675041876,801.4088566991743,51.68341708542714
2024-01-01 09:49:00,45.65561778433708,ICMP,90.205.16.17,48389,outbound,115.19.231.24,18349,ACK,4,0,464,19516,4692,4,90.205.16.17/48389/outbound/115.19.231.24/18349,10.163042852509225,102.76939022408034,10.112068965517242,427.4610868740733,42.060344827586206
2024-01-01 09:50:00,41.734269077558096,UDP,173.115.92.211,63416,inbound,19.4.74.206,54199,FIN,2,4,134,13772,9371,2,173.115.92.211/63416/inbound/19.4.74.206/54199,3.210790627505113,224.53969380858518,69.93283582089552,329.9926009104509,102.77611940298507
2024-01-01 09:51:00,192.29833596648405,UDP,181.90.81.67,14699,inbound,128.71.210.214,19704,ACK,1,1,835,83568,59668,1,181.90.81.67/14699/inbound/128.71.210.214/19704,4.342211261492837,310.28869646796954,71.45868263473054,434.57474335381244,100.08143712574851
2024-01-01 09:52:00,54.64583731130353,UDP,193.113.0.57,5610,outbound,155.39.223.25,63733,FIN,0,4,809,47096,26094,0,193.113.0.57/5610/outbound/155.39.223.25/63733,14.804421339384579,477.51121190346254,32.254635352286776,861.840577749884,58.215080346106305
2024-01-01 09:53:00,103.76561826882656,TCP,154.108.147.115,26030,inbound,27.189.82.127,18347,CON,4,4,171,74195,22021,4,154.108.147.115/26030/inbound/27.189.82.127/18347,1.6479446935591777,212.21865553723188,128.77777777777777,715.0248920387321,433.8888888888889
2024-01-01 09:54:00,269.04684413081293,UDP,87.9.58.202,42222,outbound,178.169.156.166,51786,REQ,1,3,213,164,25777,1,87.9.58.202/42222/outbound/178.169.156.166/51786,0.7916836961538101,95.8085945340693,121.01877934272301,0.609559277789788,0.7699530516431925
2024-01-01 09:55:00,142.2410959148354,UDP,41.104.132.121,23855,outbound,188.168.32.210,23708,CON,2,1,973,68935,22609,2,41.104.132.121/23855/outbound/188.168.32.210/23708,6.840498477195144,158.94843789404422,23.236382322713258,484.63490495934974,70.84789311408016
2024-01-01 09:56:00,200.30056578245603,TCP,193.144.21.97,36137,inbound,229.210.96.110,65246,REQ,2,1,530,70485,73870,2,193.144.21.97/36137/inbound/229.210.96.110/65246,2.6460234794125665,368.7957630645402,139.37735849056602,351.8961602762165,132.99056603773585
2024-01-01 09:57:00,51.77872937336878,TCP,248.236.168.220,17483,inbound,16.22.134.25,35517,REQ,0,4,826,5739,27526,0,248.236.168.220/17483/inbound/16.22.134.25/35517,15.952496517321539,531.6082556123398,33.32445520581114,110.83701878076067,6.947941888619854
2024-01-01 09:58:00,57.76747674072036,TCP,68.196.255.138,33467,inbound,96.11.71.132,59352,FIN,2,1,502,11155,62733,2,68.196.255.138/33467/inbound/96.11.71.132/59352,8.690010855989831,1085.95707376257,124.96613545816733,193.1017352561087,22.221115537848604
2024-01-01 09:59:00,12.35649801831701,ICMP,56.178.148.98,43340,inbound,106.219.116.196,59955,ACK,2,1,572,59320,11041,2,56.178.148.98/43340/inbound/106.219.116.196/59955,46.29143298951526,893.5379574077588,19.302447552447553,4800.712945695884,103.7062937062937
2024-01-01 10:00:00,50.76362541534215,TCP,76.25.114.146,31619,outbound,177.25.132.21,13237,FIN,1,3,600,87694,70097,1,76.25.114.146/31619/outbound/177.25.132.21/13237,11.819486789819855,1380.850942510004,116.82833333333333,1727.4967909107706,146.15666666666667
2024-01-01 10:01:00,83.64924267568438,TCP,109.187.198.46,65510,inbound,207.12.155.160,32855,CON,4,2,27,29527,10846,4,109.187.198.46/65510/inbound/207.12.155.160/32855,0.32277638310105716,129.6604685597802,401.7037037037037,352.985861623145,1093.5925925925926
2024-01-01 10:02:00,53.18544423459637,UDP,247.70.153.39,6901,inbound,107.22.96.234,43320,ACK,3,0,68,82616,3931,3,247.70.153.39/6901/inbound/107.22.96.234/43320,1.2785453046148851,73.9111998888399,57.80882352941177,1553.3573365597551,1214.9411764705883
2024-01-01 10:03:00,26.701889873740974,TCP,133.148.205.131,40577,outbound,18.241.116.29,47954,REQ,2,2,790,64766,15718,2,133.148.205.131/40577/outbound/18.241.116.29/47954,29.585920836895422,588.6474730561041,19.89620253164557,2425.521201167556,81.98227848101266
2024-01-01 10:04:00,36.27869774307018,ICMP,23.105.83.142,49625,inbound,26.143.204.38,28737,REQ,2,1,408,64374,34362,2,23.105.83.142/49625/inbound/26.143.204.38/28737,11.24626917122279,947.167405052837,84.22058823529412,1774.429734383078,157.77941176470588
2024-01-01 10:05:00,138.28755253301443,TCP,242.115.108.220,5946,inbound,161.153.175.192,42645,CON,3,4,552,10966,28156,3,242.115.108.220/5946/inbound/161.153.175.192/42645,3.9916824753132922,203.60473147630626,51.007246376811594,79.29853265269124,19.865942028985508
2024-01-01 10:06:00,61.97948214989717,ICMP,136.40.111.146,58266,inbound,241.165.129.112,8211,ACK,2,0,109,3989,15779,2,136.40.111.146/58266/inbound/241.165.129.112/8211,1.7586465104110398,254.58425034656696,144.76146788990826,64.360008532382,36.596330275229356
2024-01-01 10:07:00,109.3445313283178,TCP,112.102.45.155,52506,inbound,134.45.49.165,33824,CON,1,0,74,48326,70370,1,112.102.45.155/52506/inbound/134.45.49.165/33824,0.676759954074042,643.5621347052748,950.9459459459459,441.96083162948855,653.0540540540541
2024-01-01 10:08:00,151.07483952937156,TCP,238.248.218.67,5710,outbound,106.215.145.154,33607,CON,1,4,578,31435,54963,1,238.248.218.67/5710/outbound/106.215.145.154/33607,3.8259183448454155,363.8130622625235,95.0916955017301,208.07568022528656,54.38581314878893
2024-01-01 10:09:00,207.14940910594663,TCP,122.14.226.164,33790,outbound,169.71.219.73,64280,FIN,3,0,680,50647,57076,3,122.14.226.164/33790/outbound/169.71.219.73/64280,3.2826547897716365,275.5305952661852,83.93529411764706,244.49502520230013,74.48088235294118
2024-01-01 10:10:00,11.88971073834557,TCP,129.194.110.23,15431,inbound,17.246.189.156,48685,CON,2,4,262,26262,59452,2,129.194.110.23/15431/inbound/17.246.189.156/48685,22.035859893127792,5000.28985635967,226.91603053435114,2208.8005821119164,100.23664122137404
2024-01-01 10:11:00,239.84317863282183,ICMP,27.39.190.188,33030,inbound,186.69.205.149,15432,ACK,2,0,368,89549,37332,2,27.39.190.188/33030/inbound/186.69.205.149/15432,1.5343359027248995,155.65170630577703,101.44565217391305,373.36479824215223,243.33967391304347
2024-01-01 10:12:00,188.4073268083232,ICMP,164.225.220.23,32446,outbound,246.5.25.166,23393,CON,4,2,786,24787,74688,4,164.225.220.23/32446/outbound/246.5.25.166/23393,4.171812282011939,396.4177044769818,95.02290076335878,131.56070106136124,31.53562340966921
2024-01-01 10:13:00,24.619533681466685,UDP,24.233.3.66,52078,inbound,140.98.141.21,48952,ACK,2,0,849,98856,38268,2,24.233.3.66/52078/inbound/140.98.141.21/48952,34.48481238453017,1554.3755009790348,45.07420494699647,4015.348189735117,116.43816254416961
2024-01-01 10:14:00,262.0862293696225,ICMP,34.184.176.214,64374,inbound,51.150.175.198,4438,REQ,1,3,870,11095,18000,1,34.184.176.214/64374/inbound/51.150.175.198/4438,3.3195181680950943,68.67968623645022,20.689655172413794,42.33339548852307,12.75287356321839
2024-01-01 10:15:00,276.2696329194908,TCP,181.247.115.22,13229,inbound,104.177.88.140,51332,CON,0,4,237,56588,59789,0,181.247.115.22/13229/inbound/104.177.88.140/51332,0.8578575846193904,216.41538872071195,252.27426160337552,204.8288818499665,238.76793248945148
2024-01-01 10:16:00,18.41728016047364,UDP,109.68.94.253,22078,inbound,213.232.137.244,20534,ACK,0,0,727,2731,4557,0,109.68.94.253/22078/inbound/213.232.137.244/20534,39.473798175707586,247.43067164607908,6.268225584594223,148.28465311947377,3.7565337001375516
2024-01-01 10:17:00,83.13560667934638,UDP,181.61.168.56,24551,inbound,183.250.8.78,58428,REQ,0,4,366,35054,46353,0,181.61.168.56/24551/inbound/183.250.8.78/58428,4.4024457704586215,557.5589311422636,126.64754098360656,421.64845365479925,95.77595628415301
2024-01-01 10:18:00,241.87976380993908,UDP,253.248.187.53,46971,inbound,52.129.152.12,13144,ACK,0,3,286,6067,79109,0,253.248.187.53/46971/inbound/52.129.152.12/13144,1.1824056526891977,327.05919153353057,276.6048951048951,25.08271012190686,21.213286713286713
2024-01-01 10:19:00,224.50308114605912,TCP,70.100.56.137,19467,inbound,226.50.185.33,35335,REQ,2,0,378,88394,24717,2,70.100.56.137/19467/inbound/226.50.185.33/35335,1.6837185399432337,110.09648452851035,65.38888888888889,393.73178999931804,233.84656084656083
2024-01-01 10:20:00,55.43785370497756,ICMP,168.134.102.165,17548,inbound,35.229.130.254,34063,FIN,2,0,661,87378,4042,2,168.134.102.165/17548/inbound/35.229.130.254/34063,11.923261017961293,72.91047055158782,6.114977307110439,1576.1432696330135,132.19062027231467
2024-01-01 10:21:00,62.88386206867941,TCP,85.60.211.2,51965,inbound,234.119.186.69,64757,CON,4,3,830,64571,73613,4,85.60.211.2/51965/inbound/234.119.186.69/64757,13.198934872885271,1170.6183045755463,88.69036144578314,1026.8294261169576,77.79638554216868
2024-01-01 10:22:00,111.20458362713543,UDP,128.178.85.46,29226,outbound,247.175.191.240,6319,CON,2,3,906,37216,25580,2,128.178.85.46/29226/outbound/247.175.191.240/6319,8.147146191723374,230.0264896073774,28.233995584988964,334.66246431697255,41.07726269315673
2024-01-01 10:23:00,145.4084432587873,TCP,196.219.75.37,1040,outbound,147.66.209.102,21484,REQ,0,3,376,92216,15355,0,196.219.75.37/1040/outbound/147.66.209.102/21484,2.5858195822289547,105.59909490724893,40.837765957446805,634.1860069011311,245.25531914893617
2024-01-01 10:24:00,185.51460598193572,TCP,243.254.163.238,47166,outbound,73.115.203.132,15987,FIN,3,4,619,34327,52179,3,243.254.163.238/47166/outbound/73.115.203.132/15987,3.3366644999384816,281.26626323471737,84.29563812600969,185.03664344004565,55.45557350565428
2024-01-01 10:25:00,110.73720050697472,ICMP,169.196.140.86,62716,inbound,67.138.120.93,12604,ACK,3,3,653,2042,52094,3,169.196.140.86/62716/inbound/67.138.120.93/12604,5.896844032632658,470.4290858131174,79.77641653905053,18.440054386884974,3.127105666156202
2024-01-01 10:26:00,138.81416136833104,ICMP,58.49.29.189,17872,inbound,196.196.128.90,23310,FIN,1,4,76,47764,58867,1,58.49.29.189/17872/inbound/196.196.128.90/23310,0.5474945729660877,424.0705661420354,774.5657894736842,344.085931357266,628.4736842105264
2024-01-01 10:27:00,224.2665343463136,UDP,101.24.111.154,21879,outbound,92.62.28.209,28352,ACK,1,2,9,28169,46716,1,101.24.111.154/21879/outbound/92.62.28.209/28352,0.040130820348354565,208.30571148819243,5190.666666666667,125.6050087103111,3129.8888888888887
2024-01-01 10:28:00,11.101292546890308,TCP,179.205.184.125,19235,inbound,12.76.40.129,20117,ACK,2,0,196,87442,26223,2,179.205.184.125/19235/inbound/12.76.40.129/20117,17.655601739358133,2362.1573694448384,133.7908163265306,7876.740445372214,446.1326530612245
2024-01-01 10:29:00,75.80583960877182,TCP,240.122.46.117,61396,outbound,37.172.207.175,59522,CON,3,0,807,14507,18959,3,240.122.46.117/61396/outbound/37.172.207.175/59522,10.6456178595853,250.0994659230207,23.493184634448575,191.37048115118208,17.97645600991326
2024-01-01 10:30:00,214.03354080677727,ICMP,228.38.15.247,26119,inbound,24.98.149.99,22629,REQ,0,1,792,59301,64017,0,228.38.15.247/26119/inbound/24.98.149.99/22629,3.700354612714615,299.0979813663529,80.82954545454545,277.0640516270068,74.875
2024-01-01 10:31:00,268.57253062239107,TCP,22.212.53.148,39748,outbound,139.246.57.173,46389,CON,0,2,893,80193,31057,0,22.212.53.148/39748/outbound/139.246.57.173/46389,3.3249863563133513,115.63729145355403,34.778275475923856,298.5897322193019,89.80179171332587
2024-01-01 10:32:00,153.55206489048825,TCP,200.240.15.58,50265,outbound,29.162.239.245,45837,CON,0,3,630,54448,13035,0,200.240.15.58/50265/outbound/29.162.239.245/45837,4.102842905103943,84.8897734413173,20.69047619047619,354.5898261858722,86.42539682539683
2024-01-01 10:33:00,159.68083423106816,TCP,247.30.169.201,38607,outbound,143.59.94.41,47395,CON,2,3,290,82081,22575,2,247.30.169.201/38607/outbound/143.59.94.41/47395,1.8161227763900072,141.37576440346348,77.84482758620689,514.0316331340282,283.03793103448277
